State,SA3_Code,SA3_Name,Age Group,% Fully
QLD,30304,Nathan,5 Year olds,96.21380846325167
QLD,30305,Rocklea - Acacia Ridge,5 Year olds,94.3767572633552
QLD,30306,Sunnybank,5 Year olds,92.55499153976311
QLD,30401,Centenary,5 Year olds,97.911227154047
QLD,30402,Kenmore - Brookfield - Moggill,5 Year olds,92.0774647887324
QLD,30403,Sherwood - Indooroopilly,5 Year olds,92.67734553775743
QLD,30404,The Gap - Enoggera,5 Year olds,95.59939301972686
QLD,30501,Brisbane Inner,5 Year olds,90.25522041763341
QLD,30502,Brisbane Inner - East,5 Year olds,91.56118143459916
QLD,30503,Brisbane Inner - North,5 Year olds,93.36609336609337
QLD,30504,Brisbane Inner - West,5 Year olds,94.68864468864469
QLD,30601,Cairns - North,5 Year olds,92.05087440381558
QLD,30602,Cairns - South,5 Year olds,92.54612546125462
QLD,30603,Innisfail - Cassowary Coast,5 Year olds,90.35812672176309
QLD,30604,Port Douglas - Daintree,5 Year olds,86.91588785046729
QLD,30605,Tablelands (East) - Kuranda,5 Year olds,86.66666666666667
QLD,30701,Darling Downs (West) - Maranoa,5 Year olds,93.72056514913658
QLD,30702,Darling Downs - East,5 Year olds,90.58614564831261
QLD,30703,Granite Belt,5 Year olds,90.3448275862069
QLD,30801,Central Highlands (Qld),5 Year olds,90.63136456211812
QLD,30802,Gladstone - Biloela,5 Year olds,
QLD,30803,Rockhampton,5 Year olds,91.2258064516129
QLD,30804,Biloela,5 Year olds,90.78947368421053
QLD,30805,Gladstone,5 Year olds,89.49720670391062
QLD,30901,Broadbeach - Burleigh,5 Year olds,86.77563150074295
QLD,30902,Coolangatta,5 Year olds,86.17363344051448
QLD,30903,Gold Coast - North,5 Year olds,88.54003139717426
QLD,30904,Gold Coast Hinterland,5 Year olds,82.78688524590164
QLD,30905,Mudgeeraba - Tallebudgera,5 Year olds,87.08971553610503
QLD,30906,Nerang,5 Year olds,91.04651162790698
QLD,30907,Ormeau - Oxenford,5 Year olds,90.77235772357723
QLD,30908,Robina,5 Year olds,89.67851099830794
QLD,30909,Southport,5 Year olds,90.4296875
QLD,30910,Surfers Paradise,5 Year olds,85.76512455516014
QLD,31001,Forest Lake - Oxley,5 Year olds,92.63456090651559
QLD,31002,Ipswich Hinterland,5 Year olds,92.15922798552472
QLD,31003,Ipswich Inner,5 Year olds,94.3986820428336
QLD,31004,Springfield - Redbank,5 Year olds,93.54375896700144
QLD,31101,Beaudesert,5 Year olds,89.47368421052632
QLD,31102,Beenleigh,5 Year olds,90.9090909090909
QLD,31103,Browns Plains,5 Year olds,91.34408602150538
QLD,31104,Jimboomba,5 Year olds,91.08433734939759
QLD,31105,Loganlea - Carbrook,5 Year olds,89.33189655172413
QLD,31106,Springwood - Kingston,5 Year olds,90.07506255212677
QLD,31201,Bowen Basin - North,5 Year olds,89.54248366013073
QLD,31202,Mackay,5 Year olds,92.00247985120893
QLD,31203,Whitsunday,5 Year olds,91.11969111969111
QLD,31301,Bribie - Beachmere,5 Year olds,90.9090909090909
QLD,31302,Caboolture,5 Year olds,92.04368174726989
QLD,31303,Caboolture Hinterland,5 Year olds,87.73006134969326
QLD,31304,Narangba - Burpengary,5 Year olds,92.92730844793712
QLD,31305,Redcliffe,5 Year olds,90.65743944636678
QLD,31401,The Hills District,5 Year olds,94.5506692160612
QLD,31402,North Lakes,5 Year olds,94.4141689373297
QLD,31403,Strathpine,5 Year olds,93.24577861163228
QLD,31501,Far North,5 Year olds,93.67945823927766
QLD,31502,Outback - North,5 Year olds,92.40506329113924
QLD,31503,Outback - South,5 Year olds,94.11764705882352
QLD,31601,Buderim,5 Year olds,90.24767801857585
QLD,31602,Caloundra,5 Year olds,90.32815198618307
QLD,31603,Maroochy,5 Year olds,84.56014362657092
QLD,31604,Nambour - Pomona,5 Year olds,
QLD,31605,Noosa,5 Year olds,82.50591016548464
QLD,31606,Sunshine Coast Hinterland,5 Year olds,84.46475195822454
QLD,31607,Nambour,5 Year olds,86.04269293924466
QLD,31608,Noosa Hinterland,5 Year olds,80.89430894308943
QLD,31701,Toowoomba,5 Year olds,93.12348668280872
QLD,31801,Charters Towers - Ayr - Ingham,5 Year olds,92.23946784922394
QLD,31802,Townsville,5 Year olds,94.6645109135004
QLD,31901,Bundaberg,5 Year olds,92.11873080859775
QLD,31902,Burnett,5 Year olds,90.69343065693431
QLD,31903,Gympie - Cooloola,5 Year olds,84.48275862068965
QLD,31904,Hervey Bay,5 Year olds,93.0976430976431
QLD,31905,Maryborough,5 Year olds,91.72259507829978
WA,50101,Augusta - Margaret River - Busselton,1 Year olds,82.18694885361552
WA,50102,Bunbury,1 Year olds,86.62533215234721
WA,50103,Manjimup,1 Year olds,83.02752293577981
WA,50201,Mandurah,1 Year olds,88.67579908675799
WA,50301,Cottesloe - Claremont,1 Year olds,92.66247379454927
WA,50302,Perth City,1 Year olds,93.54120267260579
WA,50401,Bayswater - Bassendean,1 Year olds,93.22916666666666
WA,50402,Mundaring,1 Year olds,87.05882352941177
WA,50403,Swan,1 Year olds,91.3585554600172
WA,50501,Joondalup,1 Year olds,90.14267185473412
WA,50502,Stirling,1 Year olds,92.45630174793008
WA,50503,Wanneroo,1 Year olds,90.24835646457268
WA,50601,Armadale,1 Year olds,91.20879120879121
WA,50602,Belmont - Victoria Park,1 Year olds,92.18009478672985
WA,50603,Canning,1 Year olds,92.39013933547695
WA,50604,Gosnells,1 Year olds,89.66914247130318
WA,50605,Kalamunda,1 Year olds,91.31832797427653
WA,50606,Serpentine - Jarrahdale,1 Year olds,88.48263254113346
WA,50607,South Perth,1 Year olds,91.83673469387756
WA,50701,Cockburn,1 Year olds,91.60559626915389
WA,50702,Fremantle,1 Year olds,91.30434782608695
WA,50703,Kwinana,1 Year olds,91.75977653631286
WA,50704,Melville,1 Year olds,91.50743099787687
WA,50705,Rockingham,1 Year olds,90.19495412844036
WA,50801,Esperance,1 Year olds,
WA,50802,Gascoyne,1 Year olds,
WA,50803,Goldfields,1 Year olds,
WA,50804,Kimberley,1 Year olds,
WA,50805,Mid West,1 Year olds,
WA,50806,Pilbara,1 Year olds,
WA,50901,Albany,1 Year olds,89.15857605177993
WA,50902,Wheat Belt - North,1 Year olds,90.05328596802842
WA,50903,Wheat Belt - South,1 Year olds,94.84536082474226
WA,51001,Kimberley,1 Year olds,91.34808853118712
WA,51002,East Pilbara,1 Year olds,85.17350157728707
WA,51003,West Pilbara,1 Year olds,85.97701149425288
WA,51101,Esperance,1 Year olds,90.38461538461539
WA,51102,Gascoyne,1 Year olds,76.92307692307693
WA,51103,Goldfields,1 Year olds,88.79837067209776
WA,51104,Mid West,1 Year olds,85.38587848932676
WA,90101,Christmas Island,1 Year olds,
WA,90102,Cocos (Keeling) Islands,1 Year olds,
WA,50101,Augusta - Margaret River - Busselton,2 Year olds,80.69883527454242
WA,50102,Bunbury,2 Year olds,84.33734939759037
WA,50103,Manjimup,2 Year olds,81.27853881278538
WA,50201,Mandurah,2 Year olds,86.04845446950709
WA,50301,Cottesloe - Claremont,2 Year olds,88.95238095238095
WA,50302,Perth City,2 Year olds,88.69109947643979
WA,50401,Bayswater - Bassendean,2 Year olds,90.1063829787234
WA,50402,Mundaring,2 Year olds,85.64814814814815
WA,50403,Swan,2 Year olds,88.45010615711253
WA,50501,Joondalup,2 Year olds,88.75669244497323
WA,50502,Stirling,2 Year olds,90.07062733693394
WA,50503,Wanneroo,2 Year olds,88.61071932299012
WA,50601,Armadale,2 Year olds,88.31430490261921
WA,50602,Belmont - Victoria Park,2 Year olds,88.47980997624703
WA,50603,Canning,2 Year olds,89.18617614269789
WA,50604,Gosnells,2 Year olds,88.04275217100869
WA,50605,Kalamunda,2 Year olds,87.79761904761905
WA,50606,Serpentine - Jarrahdale,2 Year olds,89.0909090909091
WA,50607,South Perth,2 Year olds,89.67391304347827
WA,50701,Cockburn,2 Year olds,88.95939086294416
WA,50702,Fremantle,2 Year olds,85.8108108108108
WA,50703,Kwinana,2 Year olds,89.66836734693877
WA,50704,Melville,2 Year olds,90.87003222341569
WA,50705,Rockingham,2 Year olds,85.49534756431308
WA,50801,Esperance,2 Year olds,
WA,50802,Gascoyne,2 Year olds,
WA,50803,Goldfields,2 Year olds,
WA,50804,Kimberley,2 Year olds,
WA,50805,Mid West,2 Year olds,
WA,50806,Pilbara,2 Year olds,
WA,50901,Albany,2 Year olds,85.44891640866872
WA,50902,Wheat Belt - North,2 Year olds,88.46153846153845
WA,50903,Wheat Belt - South,2 Year olds,92.61083743842364
WA,51001,Kimberley,2 Year olds,88.36734693877551
WA,51002,East Pilbara,2 Year olds,84.07821229050279
WA,51003,West Pilbara,2 Year olds,81.85483870967742
WA,51101,Esperance,2 Year olds,87.57396449704143
WA,51102,Gascoyne,2 Year olds,74.75728155339806
WA,51103,Goldfields,2 Year olds,84.45378151260505
WA,51104,Mid West,2 Year olds,85.73825503355704
WA,90101,Christmas Island,2 Year olds,
WA,90102,Cocos (Keeling) Islands,2 Year olds,
WA,50101,Augusta - Margaret River - Busselton,5 Year olds,86.88293370944993
WA,50102,Bunbury,5 Year olds,90.986790986791
WA,50103,Manjimup,5 Year olds,84.16289592760181
WA,50201,Mandurah,5 Year olds,89.76377952755905
WA,50301,Cottesloe - Claremont,5 Year olds,94.59876543209876
WA,50302,Perth City,5 Year olds,91.17647058823529
WA,50401,Bayswater - Bassendean,5 Year olds,93.38598223099703
WA,50402,Mundaring,5 Year olds,90.14675052410901
WA,50403,Swan,5 Year olds,91.88755020080322
WA,50501,Joondalup,5 Year olds,91.66248116524359
WA,50502,Stirling,5 Year olds,92.32876712328768
WA,50503,Wanneroo,5 Year olds,92.2930542340628
WA,50601,Armadale,5 Year olds,93.11740890688259
WA,50602,Belmont - Victoria Park,5 Year olds,91.73652694610779
WA,50603,Canning,5 Year olds,94.40433212996389
WA,50604,Gosnells,5 Year olds,92.6829268292683
WA,50605,Kalamunda,5 Year olds,92.06798866855524
WA,50606,Serpentine - Jarrahdale,5 Year olds,91.70579029733959
WA,50607,South Perth,5 Year olds,92.74611398963731
WA,50701,Cockburn,5 Year olds,90.97051597051598
WA,50702,Fremantle,5 Year olds,92.54807692307693
WA,50703,Kwinana,5 Year olds,94.9579831932773
WA,50704,Melville,5 Year olds,93.37248322147651
WA,50705,Rockingham,5 Year olds,91.84060721062619
WA,50801,Esperance,5 Year olds,
WA,50802,Gascoyne,5 Year olds,
WA,50803,Goldfields,5 Year olds,
WA,50804,Kimberley,5 Year olds,
WA,50805,Mid West,5 Year olds,
WA,50806,Pilbara,5 Year olds,
WA,50901,Albany,5 Year olds,87.79803646563815
WA,50902,Wheat Belt - North,5 Year olds,91.99372056514915
WA,50903,Wheat Belt - South,5 Year olds,93.90243902439023
WA,51001,Kimberley,5 Year olds,95.38152610441767
WA,51002,East Pilbara,5 Year olds,89.79057591623037
WA,51003,West Pilbara,5 Year olds,89.32584269662921
WA,51101,Esperance,5 Year olds,92.61363636363636
WA,51102,Gascoyne,5 Year olds,90.19607843137256
WA,51103,Goldfields,5 Year olds,93.17343173431735
WA,51104,Mid West,5 Year olds,91.98855507868383
WA,90101,Christmas Island,5 Year olds,
WA,90102,Cocos (Keeling) Islands,5 Year olds,
NT,70101,Darwin City,1 Year olds,93.85113268608414
NT,70102,Darwin Suburbs,1 Year olds,92.43937232524965
NT,70103,Litchfield,1 Year olds,96.59574468085106
NT,70104,Palmerston,1 Year olds,93.30289193302892
NT,70201,Alice Springs,1 Year olds,89.22495274102079
NT,70202,Barkly,1 Year olds,86.95652173913044
NT,70203,Daly - Tiwi - West Arnhem,1 Year olds,97.6923076923077
NT,70204,East Arnhem,1 Year olds,94.73684210526315
NT,70205,Katherine,1 Year olds,91.19718309859155
NT,70101,Darwin City,2 Year olds,89.29765886287625
NT,70102,Darwin Suburbs,2 Year olds,86.81318681318682
NT,70103,Litchfield,2 Year olds,87.79342723004694
NT,70104,Palmerston,2 Year olds,89.90963855421687
NT,70201,Alice Springs,2 Year olds,88.04347826086956
NT,70202,Barkly,2 Year olds,82.35294117647058
NT,70203,Daly - Tiwi - West Arnhem,2 Year olds,92.6829268292683
NT,70204,East Arnhem,2 Year olds,88.41463414634147
NT,70205,Katherine,2 Year olds,83.89830508474576
NT,70101,Darwin City,5 Year olds,89.96655518394648
NT,70102,Darwin Suburbs,5 Year olds,90.62068965517241
NT,70103,Litchfield,5 Year olds,88.31168831168831
NT,70104,Palmerston,5 Year olds,92.4198250728863
NT,70201,Alice Springs,5 Year olds,91.73387096774194
NT,70202,Barkly,5 Year olds,
NT,70203,Daly - Tiwi - West Arnhem,5 Year olds,
NT,70204,East Arnhem,5 Year olds,90.37037037037037
NT,70205,Katherine,5 Year olds,92.82868525896414
